,user_id,week,google_search,emails_sent,browsing_time,google_emissions,emails_emissions,browsing_emissions
42,0,42,1947,711,150,9.735000000000001,2.844,5.3999999999999995
43,0,43,6444,2338,554,32.22,9.352,19.944
44,0,44,3444,1898,580,17.22,7.5920000000000005,20.88
45,0,45,3929,960,307,19.645,3.84,11.052
46,0,46,4468,2274,420,22.34,9.096,15.12
47,0,47,3292,1250,257,16.46,5.0,9.251999999999999
48,0,48,2892,1094,254,14.46,4.376,9.143999999999998
49,0,49,3111,690,187,15.555,2.7600000000000002,6.731999999999999
50,0,50,4672,2720,394,23.36,10.88,14.184
51,0,51,3438,733,286,17.19,2.932,10.296
52,1,0,3773,1386,375,18.865,5.5440000000000005,13.5
53,1,1,3564,1469,285,17.82,5.876,10.259999999999998
54,1,2,3457,1470,224,17.285,5.88,8.064
55,1,3,4975,1300,364,24.875,5.2,13.104
56,1,4,4147,1494,394,20.735,5.976,14.184
57,1,5,1935,781,210,9.675,3.124,7.56
58,1,6,2541,1329,308,12.705,5.316,11.088
59,1,7,2963,1108,322,14.815,4.432,11.591999999999999
60,1,8,5398,1702,452,26.990000000000002,6.808,16.272
61,1,9,4352,1012,308,21.76,4.048,11.088
62,1,10,5453,1768,402,27.265,7.072,14.472
63,1,11,2720,1019,357,13.6,4.0760000000000005,12.852
64,1,12,1928,796,212,9.64,3.184,7.632
65,1,13,7398,2534,558,36.99,10.136,20.087999999999997
66,1,14,3580,1125,173,17.9,4.5,6.228
67,1,15,4045,1452,205,20.225,5.808,7.379999999999999
68,1,16,3057,1524,353,15.285,6.096,12.707999999999998
69,1,17,4847,1405,326,24.235,5.62,11.735999999999999
70,1,18,3605,1709,247,18.025000000000002,6.836,8.892
71,1,19,5809,2109,477,29.045,8.436,17.171999999999997
72,1,20,5172,1736,536,25.86,6.944000000000001,19.296
73,1,21,2197,1432,234,10.985,5.728,8.424
74,1,22,2898,1425,336,14.49,5.7,12.095999999999998
75,1,23,4447,1874,329,22.235,7.496,11.844
76,1,24,3537,1515,463,17.685,6.0600000000000005,16.668
77,1,25,1709,791,91,8.545,3.164,3.276
78,1,26,3728,1243,357,18.64,4.972,12.851999999999999
79,1,27,2745,1127,288,13.725,4.508,10.367999999999999
80,1,28,4939,1393,342,24.695,5.572,12.312
81,1,29,2589,808,133,12.945,3.232,4.787999999999999
82,1,30,2036,998,272,10.18,3.992,9.792
83,1,31,6661,1954,438,33.305,7.816000000000001,15.767999999999999
84,1,32,4296,1974,499,21.48,7.896,17.964
85,1,33,2468,1714,403,12.34,6.856,14.508
86,1,34,2441,1362,201,12.205,5.448,7.236
87,1,35,2904,1387,411,14.52,5.548,14.796
88,1,36,2415,393,190,12.075,1.572,6.839999999999999
89,1,37,4624,881,310,23.12,3.524,11.16
90,1,38,3024,1339,283,15.120000000000001,5.356000000000001,10.187999999999999
91,1,39,2855,1329,290,14.275,5.316,10.44
92,1,40,1171,765,111,5.855,3.06,3.9959999999999996
93,1,41,3490,982,222,17.450000000000003,3.928,7.991999999999999
94,1,42,5519,1438,284,27.595,5.752,10.223999999999998
95,1,43,3316,1444,227,16.580000000000002,5.776,8.171999999999999
96,1,44,2849,1456,301,14.245000000000001,5.824,10.835999999999999
97,1,45,6045,1867,435,30.225,7.468,15.659999999999998
98,1,46,3347,1447,260,16.735,5.788,9.36
99,1,47,6446,2887,478,32.230000000000004,11.548,17.208
100,1,48,2326,638,281,11.629999999999999,2.552,10.116
101,1,49,4704,1045,247,23.52,4.180000000000001,8.892
102,1,50,5512,2445,618,27.560000000000002,9.780000000000001,22.247999999999998
103,1,51,4359,1972,341,21.795,7.888,12.276
104,2,0,4177,1342,443,20.884999999999998,5.368,15.947999999999999
105,2,1,2100,998,195,10.5,3.992,7.02
106,2,2,5528,1721,412,27.64,6.884,14.831999999999999
107,2,3,3148,970,383,15.74,3.88,13.787999999999998
108,2,4,6656,1458,377,33.28,5.832,13.572
109,2,5,1688,1163,281,8.44,4.652,10.116
110,2,6,4732,2016,400,23.66,8.064,14.399999999999999
111,2,7,2899,1158,330,14.495000000000001,4.632,11.879999999999999
112,2,8,2264,1225,264,11.32,4.9,9.504
113,2,9,4305,2165,521,21.525000000000002,8.66,18.756
114,2,10,2626,1106,244,13.13,4.424,8.783999999999999
115,2,11,3801,1610,360,19.005,6.44,12.959999999999999
116,2,12,3919,1264,277,19.595,5.056,9.972
117,2,13,5920,2126,292,29.6,8.504,10.511999999999999
118,2,14,3342,1474,465,16.71,5.896,16.74
119,2,15,5689,3012,666,28.445,12.048,23.976
120,2,16,4178,1657,373,20.89,6.628,13.427999999999999
121,2,17,2317,654,219,11.585,2.616,7.8839999999999995
122,2,18,2331,672,295,11.655,2.688,10.62
123,2,19,2062,730,170,10.31,2.92,6.119999999999999
124,2,20,3935,866,333,19.675,3.464,11.988
125,2,21,4179,951,249,20.895,3.804,8.963999999999999
126,2,22,3697,948,265,18.485,3.7920000000000003,9.54
127,2,23,3937,1770,522,19.685000000000002,7.08,18.791999999999998
128,2,24,5105,2050,491,25.525000000000002,8.200000000000001,17.676
129,2,25,2945,942,279,14.725000000000001,3.768,10.044
130,2,26,5008,1822,369,25.04,7.288,13.283999999999999
131,2,27,2051,752,213,10.254999999999999,3.008,7.667999999999999
132,2,28,4545,1800,385,22.725,7.2,13.86
133,2,29,2645,1530,265,13.225,6.12,9.54
134,2,30,2651,1246,201,13.255,4.984,7.235999999999999
135,2,31,3949,1019,355,19.745,4.076,12.78
136,2,32,3979,1218,268,19.895,4.872,9.648
137,2,33,3640,1474,285,18.2,5.896000000000001,10.259999999999998
138,2,34,2149,435,192,10.745000000000001,1.74,6.911999999999999
139,2,35,2227,1286,297,11.135,5.144,10.692
140,2,36,1112,545,166,5.56,2.18,5.975999999999999
141,2,37,2123,934,86,10.615,3.736,3.096
142,2,38,4022,1486,485,20.11,5.944,17.459999999999997
143,2,39,3015,1837,279,15.075,7.348,10.043999999999999
144,2,40,5160,1691,455,25.8,6.764,16.38
145,2,41,3045,790,360,15.225000000000001,3.16,12.959999999999999
146,2,42,1373,607,77,6.865,2.428,2.772
147,2,43,2449,1050,222,12.245,4.2,7.991999999999999
148,2,44,5049,1747,495,25.245,6.9879999999999995,17.819999999999997
149,2,45,3354,1235,372,16.77,4.94,13.391999999999998
150,2,46,3460,1984,459,17.3,7.936,16.524
151,2,47,2521,758,166,12.605,3.032,5.975999999999999
152,2,48,2747,809,254,13.735,3.236,9.143999999999998
153,2,49,8182,2902,472,40.910000000000004,11.608,16.991999999999997
154,2,50,3789,1907,268,18.945,7.628,9.648
155,2,51,3323,1117,237,16.615000000000002,4.468,8.532
156,3,0,4016,1836,335,20.080000000000002,7.344,12.059999999999999
157,3,1,6707,1720,459,33.535000000000004,6.88,16.523999999999997
158,3,2,2547,1170,287,12.735000000000001,4.68,10.331999999999999
159,3,3,3528,1352,314,17.64,5.408,11.304
160,3,4,3586,1726,564,17.93,6.904,20.304
161,3,5,4154,1198,202,20.77,4.792000000000001,7.271999999999999
162,3,6,1613,481,202,8.065,1.924,7.271999999999999
163,3,7,1199,510,125,5.995,2.04,4.5
164,3,8,3156,1089,281,15.78,4.356,10.116
165,3,9,3687,1930,317,18.435,7.72,11.411999999999999
166,3,10,3970,1788,409,19.85,7.152,14.723999999999998
167,3,11,4594,2320,527,22.97,9.28,18.971999999999998
168,3,12,4504,1523,223,22.52,6.0920000000000005,8.027999999999999
169,3,13,3151,853,229,15.755,3.412,8.244
170,3,14,5111,1780,398,25.555,7.12,14.328
171,3,15,2523,547,109,12.615,2.188,3.9239999999999995
172,3,16,4318,1450,397,21.59,5.8,14.291999999999998
173,3,17,1525,405,109,7.625,1.62,3.9239999999999995
174,3,18,3312,1616,328,16.560000000000002,6.464,11.808
175,3,19,6090,1578,610,30.45,6.312,21.959999999999997
176,3,20,1830,1271,275,9.15,5.0840000000000005,9.899999999999999
177,3,21,3425,1778,238,17.125,7.112,8.568
178,3,22,2054,976,322,10.27,3.904,11.591999999999999
179,3,23,2437,788,162,12.185,3.152,5.831999999999999
180,3,24,3974,1840,480,19.87,7.36,17.279999999999998
181,3,25,4409,746,310,22.045,2.984,11.16
182,3,26,5210,1214,384,26.05,4.856,13.823999999999998
183,3,27,2704,1137,210,13.52,4.548,7.56
184,3,28,4069,1400,350,20.345,5.6000000000000005,12.599999999999998
185,3,29,4492,1631,319,22.46,6.524,11.483999999999998
186,3,30,3620,1481,278,18.1,5.924,10.008
187,3,31,3441,987,221,17.205000000000002,3.948,7.9559999999999995
188,3,32,2076,1142,253,10.38,4.5680000000000005,9.107999999999999
189,3,33,1596,589,219,7.98,2.3560000000000003,7.8839999999999995
190,3,34,5770,1881,484,28.85,7.524,17.424
191,3,35,3332,1166,286,16.66,4.664000000000001,10.296
192,3,36,5180,1515,395,25.9,6.0600000000000005,14.219999999999999
193,3,37,3276,1149,298,16.38,4.596,10.728
194,3,38,5463,1725,425,27.315,6.9,15.299999999999999
195,3,39,3951,1063,360,19.755000000000003,4.252,12.959999999999999
196,3,40,4275,1087,432,21.375,4.348,15.552
197,3,41,4622,1433,425,23.11,5.732,15.299999999999999
198,3,42,1395,1131,269,6.975,4.524,9.684
199,3,43,2295,1109,324,11.475,4.436,11.664
200,3,44,4224,863,411,21.12,3.452,14.796
201,3,45,4044,1844,297,20.22,7.376,10.692
202,3,46,7116,2928,485,35.58,11.712,17.459999999999997
203,3,47,6978,1943,402,34.89,7.772,14.472
204,3,48,3743,1526,507,18.715,6.104,18.252
205,3,49,4050,1272,287,20.25,5.088,10.331999999999999
206,3,50,4175,2085,343,20.875,8.34,12.347999999999999
207,3,51,3070,1264,363,15.350000000000001,5.056,13.068
208,4,0,4155,1375,456,20.775000000000002,5.5,16.416
209,4,1,2188,1268,233,10.94,5.072,8.388
210,4,2,3024,624,156,15.120000000000001,2.496,5.616
211,4,3,7121,2747,540,35.605000000000004,10.988,19.439999999999998
212,4,4,654,169,51,3.2700000000000005,0.676,1.8359999999999999
213,4,5,3633,1078,211,18.165,4.312,7.596
214,4,6,6122,1811,499,30.61,7.244,17.964
215,4,7,4704,931,438,23.52,3.724,15.767999999999999
216,4,8,3280,892,358,16.4,3.568,12.887999999999998
217,4,9,2875,1216,244,14.375,4.864,8.783999999999999
218,4,10,2652,1117,243,13.26,4.468,8.748
219,4,11,3147,728,238,15.735,2.912,8.568
220,4,12,4711,1762,395,23.555,7.048,14.219999999999999
221,4,13,4220,1515,214,21.1,6.06,7.703999999999999
222,4,14,3975,1920,528,19.875,7.68,19.008
223,4,15,3581,1323,217,17.905,5.292,7.811999999999999
224,4,16,5502,1362,503,27.51,5.448,18.107999999999997
225,4,17,4045,1342,184,20.225,5.368,6.624
226,4,18,3600,1578,492,18.0,6.312,17.712
227,4,19,3982,1602,286,19.91,6.408,10.296
228,4,20,3628,1135,305,18.14,4.54,10.979999999999999
229,4,21,4017,1230,298,20.085,4.92,10.728
230,4,22,2900,987,248,14.5,3.9480000000000004,8.927999999999999
231,4,23,4329,1341,257,21.645,5.364,9.251999999999999
232,4,24,2195,782,231,10.975,3.128,8.315999999999999
233,4,25,3297,1374,227,16.485,5.496,8.171999999999999
234,4,26,3524,1578,401,17.62,6.312,14.436
235,4,27,4065,1120,363,20.325,4.48,13.068
236,4,28,5467,2635,357,27.335,10.540000000000001,12.851999999999999
237,4,29,1821,814,186,9.105,3.2560000000000002,6.696
238,4,30,5832,1860,425,29.16,7.44,15.299999999999999
239,4,31,3014,893,227,15.07,3.572,8.171999999999999
240,4,32,3315,881,272,16.575,3.524,9.792
241,4,33,5934,2337,509,29.67,9.348,18.323999999999998
242,4,34,4499,1606,250,22.495,6.4239999999999995,9.0
243,4,35,1176,822,143,5.880000000000001,3.2880000000000003,5.148
244,4,36,4165,1424,394,20.825,5.696,14.184
245,4,37,4837,1697,364,24.185,6.788,13.104
246,4,38,3981,1213,473,19.905,4.852,17.028
247,4,39,2991,1037,184,14.955,4.148000000000001,6.624
248,4,40,3844,1062,170,19.220000000000002,4.248,6.119999999999999
249,4,41,4099,1511,248,20.495,6.0440000000000005,8.927999999999999
250,4,42,2111,1464,187,10.555,5.856,6.731999999999999
251,4,43,3813,878,497,19.065,3.512,17.892
252,4,44,3823,1939,211,19.115000000000002,7.756,7.595999999999999
253,4,45,5278,1992,379,26.39,7.968,13.644
254,4,46,4494,1847,438,22.47,7.388000000000001,15.767999999999999
255,4,47,4119,1627,247,20.595,6.508,8.892
256,4,48,3833,1536,236,19.165,6.144,8.495999999999999
257,4,49,1985,734,118,9.925,2.936,4.247999999999999
258,4,50,3215,1153,219,16.075,4.612,7.8839999999999995
259,4,51,1560,519,206,7.800000000000001,2.076,7.416
260,5,0,5194,1918,587,25.970000000000002,7.672,21.131999999999998
261,5,1,5171,2130,518,25.855,8.52,18.648
262,5,2,2613,1090,240,13.065000000000001,4.36,8.639999999999999
263,5,3,5640,2550,389,28.2,10.2,14.004
264,5,4,6717,2562,512,33.585,10.248000000000001,18.432
265,5,5,2833,840,278,14.165,3.3600000000000003,10.008
266,5,6,7187,2312,547,35.935,9.248,19.692
267,5,7,3333,1466,268,16.665,5.864,9.648
268,5,8,1891,1180,246,9.455,4.720000000000001,8.856
269,5,9,3772,1436,387,18.86,5.744,13.931999999999999
270,5,10,6494,2943,630,32.47,11.772,22.68
271,5,11,3046,1095,265,15.23,4.38,9.54
272,5,12,2531,1146,280,12.655000000000001,4.5840000000000005,10.08
273,5,13,3584,1095,212,17.92,4.38,7.632
274,5,14,4966,1648,259,24.830000000000002,6.5920000000000005,9.324
275,5,15,6603,2612,413,33.015,10.448,14.867999999999999
276,5,16,3644,2162,435,18.22,8.648,15.659999999999998
277,5,17,6549,2440,399,32.745000000000005,9.76,14.363999999999999
278,5,18,5706,2835,373,28.53,11.34,13.427999999999999
279,5,19,1987,942,140,9.935,3.768,5.039999999999999
280,5,20,3520,1625,207,17.6,6.5,7.451999999999999
281,5,21,3015,1095,264,15.075000000000001,4.38,9.504
282,5,22,6267,1947,290,31.335,7.788,10.44
283,5,23,1370,473,111,6.85,1.892,3.9959999999999996
284,5,24,3782,1270,462,18.91,5.08,16.631999999999998
285,5,25,4353,1399,321,21.765,5.596,11.556
286,5,26,3553,1054,318,17.765,4.216,11.447999999999999
287,5,27,2522,926,313,12.61,3.704,11.267999999999999
288,5,28,3141,1203,267,15.705,4.812,9.611999999999998
289,5,29,2976,1291,288,14.88,5.164000000000001,10.367999999999999
290,5,30,5505,1809,510,27.525,7.236000000000001,18.36
291,5,31,3980,1489,229,19.9,5.9559999999999995,8.244
292,5,32,2206,1029,276,11.030000000000001,4.116,9.936
293,5,33,5481,1554,347,27.405,6.216,12.491999999999999
294,5,34,1853,709,177,9.265,2.8360000000000003,6.372
295,5,35,2955,816,321,14.775,3.2640000000000002,11.556
296,5,36,1680,218,71,8.4,0.872,2.5559999999999996
297,5,37,3732,1923,339,18.66,7.692,12.203999999999999
298,5,38,1620,582,242,8.1,2.328,8.712
299,5,39,5852,2159,494,29.26,8.636000000000001,17.784
300,5,40,3593,1356,278,17.965,5.4239999999999995,10.008
301,5,41,3625,1055,296,18.125,4.220000000000001,10.655999999999999
302,5,42,5387,1803,470,26.935000000000002,7.212,16.919999999999998
303,5,44,2615,1226,285,13.075,4.904,10.26
304,5,45,5439,1890,344,27.195,7.5600000000000005,12.383999999999999
305,5,46,2070,1017,259,10.350000000000001,4.0680000000000005,9.324
306,5,47,3862,1403,269,19.310000000000002,5.612,9.684
307,5,48,2493,1141,357,12.465,4.564,12.851999999999999
308,5,49,3524,1296,308,17.62,5.184,11.088
309,5,50,5660,2237,529,28.3,8.948,19.043999999999997
310,5,51,8076,3035,651,40.38,12.14,23.436
311,6,0,2763,1181,279,13.815,4.724,10.043999999999999
312,6,1,3101,1719,187,15.505,6.8759999999999994,6.731999999999999
313,6,2,3378,473,280,16.89,1.8920000000000001,10.08
314,6,3,3755,1728,318,18.775,6.912000000000001,11.447999999999999
315,6,4,6274,1793,346,31.37,7.172,12.456
316,6,5,3622,1418,407,18.11,5.672,14.652
317,6,6,4804,2195,467,24.02,8.780000000000001,16.811999999999998
318,6,7,2226,830,265,11.13,3.3200000000000003,9.54
319,6,8,4097,2376,433,20.485,9.504,15.588
320,6,9,1227,386,151,6.135,1.544,5.435999999999999
321,6,10,2501,1198,415,12.504999999999999,4.792,14.939999999999998
322,6,11,3450,1227,200,17.25,4.908,7.199999999999999
323,6,12,5211,1686,215,26.055,6.744,7.739999999999999
324,6,13,6825,2588,469,34.125,10.352,16.884
325,6,14,2414,1765,367,12.07,7.06,13.211999999999998
326,6,15,4892,2013,527,24.46,8.052,18.971999999999998
327,6,16,3561,909,182,17.805,3.636,6.552
328,6,17,5129,1903,476,25.645,7.612,17.136
329,6,18,5745,1538,434,28.725,6.152,15.623999999999999
330,6,19,5875,2044,384,29.375,8.176,13.823999999999998
331,6,20,3911,883,251,19.555,3.532,9.036
332,6,21,3120,1688,297,15.600000000000001,6.752000000000001,10.691999999999998
333,6,22,4867,1934,474,24.335,7.736000000000001,17.064
334,6,23,4872,1901,495,24.36,7.604,17.82
335,6,24,1689,671,205,8.445,2.684,7.38
336,6,25,4984,1774,343,24.92,7.096,12.347999999999999
337,6,26,6434,2712,553,32.17,10.848,19.907999999999998
338,6,27,5179,2134,571,25.895,8.536,20.555999999999997
339,6,28,1177,454,152,5.885,1.816,5.4719999999999995
340,6,29,3012,1765,381,15.06,7.0600000000000005,13.716
341,6,30,470,803,181,2.3499999999999996,3.2119999999999997,6.516
342,6,31,2683,1028,235,13.415000000000001,4.112,8.459999999999999
343,6,32,3592,1310,135,17.96,5.24,4.859999999999999
344,6,33,3204,1408,301,16.02,5.632000000000001,10.835999999999999
345,6,34,3028,1017,250,15.14,4.068,9.0
346,6,35,3800,911,226,19.0,3.644,8.136
347,6,36,2265,1321,341,11.325000000000001,5.284,12.276
348,6,37,3021,1832,361,15.105,7.328,12.995999999999999
349,6,38,4149,1834,406,20.745,7.336,14.615999999999998
350,6,39,4249,1731,374,21.245,6.9239999999999995,13.463999999999999
351,6,40,3047,1121,270,15.235,4.484,9.719999999999999
352,6,41,3957,1933,467,19.785,7.732,16.811999999999998
353,6,42,5816,2500,565,29.080000000000002,10.0,20.339999999999996
354,6,43,2122,1176,355,10.61,4.704,12.779999999999998
355,6,44,3886,1152,260,19.43,4.6080000000000005,9.36
356,6,45,4884,1904,354,24.42,7.616,12.744
357,6,46,4331,1413,315,21.655,5.652,11.34
358,6,47,6449,2383,456,32.245000000000005,9.532,16.416
359,6,48,5431,1682,308,27.155,6.728000000000001,11.088
360,6,49,3023,1640,391,15.115,6.5600000000000005,14.075999999999999
361,6,50,4048,2156,506,20.240000000000002,8.624,18.215999999999998
362,6,51,2345,1577,307,11.725,6.308000000000001,11.052
363,7,0,3820,865,406,19.1,3.46,14.616
364,7,1,2873,626,251,14.365,2.504,9.036
365,7,2,3479,1593,363,17.395,6.372,13.067999999999998
366,7,3,6616,2136,493,33.08,8.544,17.747999999999998
367,7,4,5221,1428,418,26.105,5.712,15.047999999999998
368,7,5,3186,1031,390,15.93,4.124,14.04
369,7,6,3189,1093,148,15.945,4.372,5.327999999999999
370,7,7,6552,2343,360,32.76,9.372,12.959999999999999
371,7,8,5118,2130,470,25.59,8.52,16.919999999999998
372,7,9,4016,1177,337,20.08,4.708,12.131999999999998
373,7,10,6515,2009,404,32.575,8.036,14.543999999999999
374,7,11,2584,965,254,12.92,3.8600000000000003,9.143999999999998
375,7,12,3133,1218,420,15.665000000000001,4.872,15.12
376,7,13,3383,1438,196,16.915,5.752000000000001,7.055999999999999
377,7,14,3315,1152,221,16.575,4.6080000000000005,7.9559999999999995
378,7,15,4621,2075,298,23.105,8.3,10.728
379,7,16,4163,1668,446,20.815,6.672,16.055999999999997
380,7,17,2042,1001,250,10.21,4.004,9.0
381,7,18,1894,881,202,9.47,3.524,7.272
382,7,19,3071,1455,474,15.355,5.82,17.064
383,7,20,2296,819,328,11.48,3.2760000000000002,11.808
384,7,21,5005,1058,388,25.025,4.232,13.968
385,7,22,2465,1845,387,12.325000000000001,7.38,13.931999999999999
386,7,23,1915,656,141,9.575,2.624,5.076
387,7,24,3135,2040,391,15.675,8.16,14.075999999999999
388,7,25,2292,1442,212,11.46,5.768000000000001,7.632
389,7,26,1841,777,138,9.205,3.1079999999999997,4.968
390,7,27,6660,2526,698,33.3,10.104000000000001,25.127999999999997
391,7,28,2876,1212,366,14.38,4.848,13.175999999999998
392,7,29,4000,1133,283,20.0,4.532,10.187999999999999
393,7,30,1669,598,196,8.345,2.392,7.055999999999999
394,7,31,2002,618,143,10.01,2.472,5.148
395,7,32,2775,1380,206,13.875,5.52,7.4159999999999995
396,7,33,3841,1743,388,19.205000000000002,6.972,13.967999999999998
397,7,34,4679,1569,459,23.395,6.276,16.523999999999997
398,7,35,3892,2302,415,19.46,9.208,14.939999999999998
399,7,36,3347,803,330,16.735,3.212,11.879999999999999
400,7,37,3475,1340,289,17.375,5.36,10.404
401,7,38,3648,1639,177,18.240000000000002,6.556,6.372
402,7,39,3353,933,230,16.765,3.732,8.28
403,7,40,6075,2323,366,30.375,9.292,13.175999999999998
404,7,41,3762,1234,328,18.810000000000002,4.936,11.808
405,7,42,1942,1044,320,9.71,4.176,11.52
406,7,43,2292,1165,208,11.459999999999999,4.66,7.4879999999999995
407,7,44,1936,1419,257,9.68,5.676,9.251999999999999
408,7,45,2572,1143,308,12.86,4.572,11.088
409,7,46,2305,957,212,11.525,3.828,7.632
410,7,47,3626,1958,473,18.13,7.832,17.028
411,7,48,3107,584,347,15.535,2.336,12.491999999999999
412,7,49,1943,1053,197,9.715,4.212,7.092
413,7,50,2134,851,135,10.67,3.404,4.859999999999999
414,7,51,3552,1284,253,17.76,5.136,9.107999999999999
415,8,0,5652,1901,546,28.26,7.604,19.656
416,8,1,1855,1777,323,9.275,7.1080000000000005,11.628
417,8,2,3653,1411,307,18.265,5.644,11.052
418,8,3,3802,1163,326,19.01,4.652,11.735999999999999
419,8,4,2130,882,107,10.65,3.528,3.8519999999999994
420,8,5,7158,1828,390,35.79,7.312,14.04
421,8,6,3194,1260,349,15.97,5.04,12.563999999999998
422,8,7,3044,1042,404,15.22,4.168,14.543999999999999
423,8,8,7057,2647,679,35.285000000000004,10.588000000000001,24.444
424,8,9,2793,1735,368,13.965,6.94,13.248
425,8,10,3084,1093,221,15.42,4.372,7.9559999999999995
426,8,11,3060,1500,244,15.3,6.0,8.783999999999999
427,8,12,2899,1081,217,14.495000000000001,4.324,7.811999999999999
428,8,13,2813,1486,190,14.065,5.944,6.84
429,8,14,3118,1078,395,15.59,4.312,14.219999999999999
430,8,15,6210,2482,347,31.05,9.928,12.491999999999999
431,8,16,2913,1083,270,14.565000000000001,4.332,9.719999999999999
432,8,17,2544,1115,253,12.72,4.46,9.107999999999999
433,8,18,3717,1129,317,18.585,4.516,11.411999999999999
434,8,19,2573,1707,375,12.865,6.827999999999999,13.499999999999998
435,8,20,3047,1470,440,15.235000000000001,5.88,15.84
436,8,21,1855,473,174,9.275,1.8920000000000001,6.263999999999999
437,8,22,2258,906,223,11.290000000000001,3.624,8.027999999999999
438,8,23,2780,817,113,13.9,3.2680000000000002,4.068
439,8,24,3231,1063,390,16.155,4.252000000000001,14.04
440,8,25,3513,1320,408,17.565,5.28,14.687999999999999
441,8,26,2988,1276,130,14.940000000000001,5.104,4.68
442,8,27,2646,1322,279,13.23,5.288,10.043999999999999
443,8,28,3827,1087,308,19.135,4.348,11.088
444,8,29,1910,1208,360,9.55,4.832,12.959999999999999
445,8,30,3081,1089,178,15.405,4.356,6.4079999999999995
446,8,31,4433,1400,373,22.165,5.6,13.427999999999999
447,8,32,3057,800,232,15.285,3.2,8.352
448,8,33,4577,1778,327,22.885,7.112,11.771999999999998
449,8,34,5737,1613,254,28.685000000000002,6.452,9.144
450,8,35,3071,1603,374,15.355,6.412,13.463999999999999
451,8,36,3969,1540,340,19.845,6.16,12.239999999999998
452,8,37,4225,1439,260,21.125,5.756,9.36
453,8,38,2798,1281,264,13.99,5.124,9.503999999999998
454,8,39,3680,578,313,18.400000000000002,2.312,11.267999999999999
455,8,40,4636,1584,306,23.18,6.336,11.015999999999998
456,8,41,3831,1786,319,19.155,7.144,11.484
457,8,42,5856,1945,468,29.28,7.78,16.848
458,8,43,4189,1875,291,20.945,7.5,10.475999999999999
459,8,44,6503,2584,591,32.515,10.336,21.276
460,8,45,4189,944,244,20.945,3.776,8.783999999999999
461,8,46,2790,1161,309,13.95,4.644,11.123999999999999
462,8,47,4420,1539,353,22.1,6.156,12.707999999999998
463,8,48,5463,2100,403,27.315,8.4,14.508
464,8,49,5167,2196,482,25.835,8.784,17.351999999999997
465,8,50,2254,1039,280,11.27,4.156000000000001,10.079999999999998
466,8,51,1619,745,174,8.095,2.98,6.263999999999999
467,9,0,5238,2650,450,26.19,10.6,16.2
468,9,1,4171,1080,267,20.855,4.32,9.611999999999998
469,9,2,4447,2229,549,22.235,8.916,19.764
470,9,3,5468,2242,579,27.34,8.968,20.843999999999998
471,9,4,4948,1515,492,24.740000000000002,6.0600000000000005,17.712
472,9,5,4116,987,249,20.58,3.948,8.963999999999999
473,9,6,1861,867,269,9.305,3.468,9.684
